,Society,event_name,attendance_count,interested_count,no_reply_count,declined_count,maybe_count,total_invited_count,description,place,city,country,street,zip,latitude,longitude,society_size,Start_time,Date,Campus
255,sydneyartssociety,SASS watches Pans Labyrinth,21,6,75,0,6,108,"Attention one, attention all! 

SASS will be taking a trip through the looking glass and finding fantasy in the most unusual of places!

Experience the wonder, experience the horror, experience the joy of one girls powerful journey!

So rock up, roll up and relax with us in the Isobel Fidler room on october 9

#Verge #Usyd #SASS

Don't forget our exciting ARNA launch the very next day ... link below:
https://www.facebook.com/events/806037826083111/?fref=ts",Sydney Arts Students Society - SASS,Sydney,Australia,,2006.0,-33.88660217,151.1877995,4395,15:30:00+1100,2014-10-09,1
256,sydneyartssociety,SASS attends RACY RACE,25,2,98,0,2,127,"Hey all children of SASS, 

Radical Sex & Consent Day is coming up. It's run by the USU and it's an incredibly fun and amazing day to be a part of. Radical Sex & Consent Day promotes a new perception on sexual health. It is a day that celebrates consent and all forms of sexuality. Many things will be on, but most of all, SASS will be attending The Racy Race: A Sexy Scavenger Hunt! 

SASS, at the beginning of semester was planning to hold their own Amazing Race, but has decided instead to take part in The Racy Race! The Racy Race runs for 2 hours, on Eastern Avenue from 12-2pm. There are cool prizes to run for and it'll just be a blast for all! 

For more information about the Racy Race and any other events on during the day click on: 

https://www.facebook.com/events/742708735777504/ Come and join us! 

Love, 
SASS exec",Sydney Arts Students Society - SASS,Sydney,Australia,,2006.0,-33.88660217,151.1877995,4395,12:00:00+1000,2014-09-04,1
257,sydneyartssociety,Rock Your Socks Off - SASS Pub Crawl!,113,17,211,0,17,358,"We’re all thirsty. It’s time for another pub crawl/waddle/scamper. This time we’re venturing out beyond the wall and northwards, to The Rocks! Join us as we swap Newton Nouveau for The Regal Rocks in a night that's sure to be one ROCK-ing party. ROCK on! ROCK-ets! ShamROCK! 

The order of our pub-visitation is as follows:

Glenmore Hotel
The Argyle (2 for 1 cocktails 5-8pm) 
Australian Heritage Hotel (delish pizzas too)
Fortune of War
Finish at The Argyle

**Meet at Glenmore Hote at 5pm**

We will provide regular updates as to where we are for those who want to join us at the next location.",The Rocks,Sydney,Australia,The Rocks,2000.0,-33.85904157,151.2085868,4395,17:00:00+1000,2014-08-14,0
258,sydneyartssociety,ARNA 2014: Submissions,196,29,391,0,29,645,"Submissions for ARNA 2014 are now open!

Fancy yourself a writer of sorts? Maybe a poet? Or perhaps photography and painting are more your persuasion? Perhaps you are all or none of these, or perhaps you have always been great at giving yourself semi-fruitful advice and feel that editing is more your calling.

If so, we want you, and we want you BAD.

Every year the Sydney Arts Students Society (SASS) publishes ARNA, an annual literary publication started in 1918 that brings together some of the best creative talent that the University of Sydney community has to offer, publishing student and staff works from across a range of diverse degrees and disciplines. The journal enables up-and-coming writers and artists to gain invaluable exposure within both the university community and wider creative industry, as well as providing those who have a passion for editing and publishing with the opportunity to be a part of a hard-working and dedicated team that collates, edits and produces a unique literary journal. 

We are currently accepting submissions in the following categories:
    -	Short stories
    -	Poetry
    -	Drama
    -	Artworks
    -	Photography
    -	Non-fiction pieces

For further submission details and for access to the submission form, please follow this link: http://www.formpl.us/form/0B5_ZDvl43qGVWnVYNDFla0xTMHc.

Submissions close Friday August 1st at 11:59pm.

If you have any further questions, please don’t hesitate to contact Nick and Maddy at publications@sydneyarts.org.au.",The University of Sydney,Sydney,Australia,Parramatta Rd,2006.0,-33.8875854,151.1900436,4395,00:00:00+1000,2014-08-01,1
259,sydneyartssociety,A Picnic by the Seine,109,12,78,0,12,211,"SASS will satiate that hunger, quench that thirst and romance you as best it can at our 'SASSnic' (a desperate attempt to SASS-ify the word picnic). From 12pm next Thursday, the Botany Lawns opposite the Great Hall will become the Paris of the Antipodeans, with delectable selections of pastries, cakes and general nibblies. 

It will be $2 for ACCESS and $5 for non-ACCESS to sink your teeth into our delicious goodies.

Throw away your soggy sandwich, run away from your boring frenz, and join SASS under the autumnal leaves that can only be best described as French-esque.",Sydney Arts Students Society - SASS,Sydney,Australia,,2006.0,-33.88660217,151.1877995,4395,12:30:00+1000,2014-05-08,1
261,sydneyartssociety,SASS Pub Crawl,135,35,156,0,35,361,"SASS has arrived to satiate your lingering itch for a deliciously fun night! The first SASS Pub Crawl will take place this coming Wednesday, 2 April, and will begin with drinks starting at Hermann's at 5pm. We will go from Hermann's to Kuleto's - where cocktails are 2 for 1 during happy hour. From there, we will head off to the Marlborough Hotel and then onto the Bank Hotel as our final destination.",Newtown,Newtown,Australia,,2042.0,-33.897,151.179,4395,17:00:00+1100,2014-04-02,0
262,sydneyartssociety,First Year Arts Camp,148,33,82,0,33,296,"Welcome campers. 

Wipe the tears away from your first three weeks at university.

Slap on a smile for three fun days.

Make some great friends for your three long years of study.

Yes, the uni honeymoon period may well be over and the brutal reality of lecture attendance and tutorial participation has very well set in. But fear not, SASS Camp is here to pamper you with the delights of bush living.

From the 21st to the 23rd of March, SASS Camp will be a time to replenish your youthful souls with the partying, befriending and watersliding we desperately crave.

Held at the Cataract Scout Park in Appin, SASS Camp will begin by meeting outside the Quadrangle on Friday afternoon - times will be confirmed soon. We will be going down and back up in coaches. However, if you would prefer to arrive in style of your own accord, please let us know. 

We will be staying in a mix of cabins and lodges for the two nights before returning to the University on Sunday afternoon. Arrangements for heading home from the University are your own decision.

We will have registration forms up in the next few days.

Get excited. Get ready. SASS Camp 2014.

Register for First Year Arts Camp here:

https://docs.google.com/forms/d/14_oDF3wJg_DI_KsS8U2st8VkT9Zj-D3UejErSaorgGg/viewform

In order to take part in the set activities during SASS Camp 2014, please fill in this form and bring it with you when you meet us on Friday to go to camp: http://bit.ly/N2YD0A",Cataract Scout Park,Appin,Australia,Baden Powell Dr,2560.0,-34.24274618,150.817961,4395,14:00:00+1100,2014-03-21,0
263,sydneyartssociety,SASS Welcome Drinks and Poetry Slam,156,60,372,0,60,648,"UPDATE: The ARNA Sub-Editor info sesh will now be held outside Hermann's from 6-6:30pm. SASS Welcome Drinks will still begin at 7pm, with the poetry SLAMMING/ROMPING officially kicking off at 7:30pm.

Need to take the edge off those first two weeks of uni? Or maybe you’re looking for another opportunity to hold off from opening up that 300 page course reader? Then again, perhaps you’re just in it to win that Hugh Grant biography? (We totally are.)

Well, don’t fret, you’re ever-loving SASS team have your best interests at heart with the delicious combination of a welcome drinks and poetry slam event! Come along to Hermann’s at 7pm next Monday to join all your SASSy colleagues for a night of good-natured revelry and hilarity. Everyone is welcome, regardless of whether you’re just there to spectate, move us all to tears or simply want to leech off our bar tab. Entrance for ACCESS is $5 and $10 for non-ACCESS. 

From 7pm we’ll be providing drinks and pizza to get you limbered up, with our special MC Patrick Morrow kicking off the poetic-themed informalities at 7:15pm. With ARNA submissions and sub-editor applications already open, the poetry slam will give you the opportunity to let your creativity (or lack thereof) shine. Essentially an open mic night with raucous mingling, we encourage you to come along with some poetry of your own choosing (original and covers are both welcome!), with prizes being given for the best performances in the following categories:

•	Best original poem
•	Most crowd-pleasing delivery
•	Poem least likely to make someone fall in love with you
•	Best Alan Rickman impersonation
•	Best spoken word rendition of a 90’s pop song (Yes, we definitely expect some ’N SYNC, S Club 7 and Backstreet Boys action here)

And if you missed signing up to SASS during O-Week or just want to see what all the excitement is about, feel free to come along as we’d love to meet you!

So, to get those ideas pumping and those week 2 smiles happening, here is Alan Rickman reading Shakespeare’s Sonnet CXXX: https://www.youtube.com/watch?v=xP06F0yynic. Enjoy!

Note: There will also be an information session with Nick and Maddy on the Hermann’s lawns from 6-6:30pm for those interested in applying for ARNA sub-editor positions.",Hermann's Bar,Sydney,Australia,"University of Sydney, Cnr City Rd & Butlin Ave Butlin Ave",2008.0,-33.88960056,151.1903887,4395,19:00:00+1100,2014-03-17,0
264,sydneyartssociety,ARNA 2014 Sub-Editor Info Sesh,26,6,120,0,6,158,"UPDATE: This info sesh will now be held from 6-6:30. BE THERE!

With applications open for 2014 ARNA sub-editor positions, we warmly invite you to come along to the Hermann’s lawns from 6-6:30 next Monday to find out more info about what an editor role entails, its exciting thrills and spills, and also to grill us with all your random unanswered questions!

Afterwards, at 7pm, we’ll be having the SASS Welcome Drinks and Poetry Slam, so make sure you come along and enjoy a hilarious night of poetry, delightful regrets and good company.

To find out all the details on how to apply for a sub-editor position, visit the Facebook event at https://www.facebook.com/events/272631812901899/.

See you all Monday!

Nick and Maddy
(Your very charming 2014 ARNA Editors-in-Chief)",Hermann's Bar,Sydney,Australia,"University of Sydney, Cnr City Rd & Butlin Ave Butlin Ave",2008.0,-33.88960056,151.1903887,4395,18:00:00+1100,2014-03-17,0
265,sydneyartssociety,Arts Ball 2013,278,69,363,0,69,779,"Ladies and gentlemen,

Make like a penguin and don your tux, because Arts Ball is back for 2013. If you thought Arts Ball 2012 was the most raucous night of your life, shut up. This will be better. 

DETAILS:
Date: Friday 1 November 2013
Time: 7pm-late
Location: Taronga Zoo Function Centre 
Cost: $105 Access/$111 Non-Access
Contact: sydneyarts.socialdirectors@gmail.com

Table allocations are for between 9 and 11, so make sure to organise your group prior to buying tickets so that you can enter names on the booking form.

Buy your tickets fast because otherwise you'll miss out or a cheetah will make off with them or something. Zoo.",Taronga Zoo Sydney,Sydney,Australia,"Bradley's Head Road, Mosman",2088.0,-33.84345686,151.2415221,4395,19:00:00+1100,2013-11-01,0
266,sydneyartssociety,ARTS INTER-FACULTY FUN RUN,21,9,165,0,9,204,"Sons of Apollo, Daughters of Nike, people of the Arts. As the days drift by and the years roll on, inter-faculty sport for 2013 is coming to an end. This is the final and biggest event for the year. 

THE 5KM RUN. Or the 5km brisk walk, however you like to look at it. 

Day, time, place; 
Wednesday 16th, 3pm, on Oval no.1 on the way to Bosch. 

Top four male and female runners get points, but faculties also get points for every participant who runs, so get yourself and all your friends down there for moderately paced fun times in the sun. 

Feel free to have fun with this. In fact I implore you to wear a wacky outfit of your choosing. 

Afterwards, we shall be heading to Manning for sweaty end-of-season celebratory drinks. 

Get down on it.",The University Of Sydney No 1 Oval,Sydney,Australia,,2006.0,-33.88823491,151.18496930000003,4395,15:00:00+1100,2013-10-16,1
