,Society,event_name,attendance_count,interested_count,no_reply_count,declined_count,maybe_count,total_invited_count,description,start_time,place,city,country,street,zip,latitude,longitude,Sold_Out,Limit
20,SydneyUniversityBusinessSociety,CEO x SUBS First Years Career Conference,98,270,177,0,270,815,"Interested in how to get a head start in your career and build your resume from your First Year at USYD? Curious about networking, IPP and career planning and want some tough questions answered? 

The CEO x SUBS First Years Conference gives you the perfect opportunity to explore ways to set yourself apart and pitch yourself. With alumni panels from the business industry, personal insights from senior students, social events and networking opportunities; this jam-packed two day conference provides first year students a platform to learn from the best in the business profession.

Make sure you REGISTER to reserve a spot as places are limited and invite your friends!

DAY ONE: Thursday 10th August from 4:00pm
Overview of the Employability and Leadership Programs at the Business School, and how to successfully maximise your employability for the future. This is followed by a SUBS social event at Miss Peaches in Newtown from 5pm.
REGISTER:
http://sydney.edu.au/business/webforms/careers/first_years_careers_conference

DAY TWO: Friday 11th August 9:30am-4:30pm
This One Day Forum gives early degree UG students an opportunity to explore where their degrees can take them, how to articulate their strengths, how to look for jobs, and also a practical insight into some of the top graduate firms in Australia!
**Numbers are limited, registration does not guarantee a spot. 100 students will be chosen based on their responses on the registration form.**
REGISTER: http://sydney.edu.au/business/webforms/careers/first_years_career_conference_11_August",2017-08-10T16:00:00+1000,Abercrombie Building: University of Sydney Business School,Sydney,Australia,,,-33.892027483846,151.19099698698,0.0,1.0
21,SydneyUniversityBusinessSociety,EY & SUBS: Making your day better,120,287,472,0,287,1166,"We'll be on campus giving away free coffees today! 

Come and say hello! Our EY campus recruiters and business people will be on campus today to talk about how your big ideas could change the world. We’re happy to answer all of your questions about how to apply, where you fit, how we develop you, life at EY and what makes us different. 

You'll find us at the University of Sydney, Cadigal Green.

Submit your application at www.ey.com/au/careers/apply",2017-08-09T10:00:00+1000,University of Sydney - Cadigal Green,Sydney,Australia,MAZE CRESCENT,,-33.889980394443995,151.191842784,0.0,0.0
22,SydneyUniversityBusinessSociety,Case Comp Workshop - Project Everest x SUBS,16,43,263,0,43,365,"Come around on Tuesday August 8th at 1pm to the Abercrombie Business School (exact location TBC) to meet the Project Everest team and find out all you need to know about the case comp! PIZZA, yes you heard us right, will be served from 12:30 - 1pm outside the room so get there early and lunch will be on us! 

If you can’t make the info session you can still enter the competition in teams of 1-4, but getting your questions answered ahead of time is never a bad idea.",2017-08-08T13:00:00+1000,"Abercrombie Business School - H90, Room 2090.",,,,,,,0.0,0.0
23,SydneyUniversityBusinessSociety,SUBS Merchandise Online SALE,64,43,388,0,43,538,"HEY ALL!! 

We don't like to brag, but the best hoodie on campus is on sale again! Not only do they look good, but they're priced even better. 

We are selling hoodies in:
- Gun Metal Grey 
- Grey Marle 

This year we're selling them for $39.99.

Link to follow shortly:
https://subsmerchandise2016.getqpay.com/

*All sales will be done online and you will be notified once they are available to be picked-up. 

We will be collecting pre-orders till the end of semester. You will be receiving your merchandise by the start of semester 2",2017-05-26T19:00:00+1000,Abercrombie Building: University of Sydney Business School,Sydney,Australia,,,-33.892027483846,151.19099698698,0.0,0.0
24,SydneyUniversityBusinessSociety,Heartfulness Meditation: An Introductory Session,13,48,236,0,48,345,"Feeling stressed out from assignments and exams clogging up your mind? We know the feeling!

It’s time you experienced the practical ways to relieving stress through meditation, a practice many use to develop clarity, concentration and confidence.

Our very own senior lecturer Dr Vijaya Murthy has been fortunate to offer FREE WEEKLY MEDITATION CLASSES, providing you with relaxation techniques that will help you achieve greater focus and performance in your studies.
Whether or not you’ve ever practiced meditation, you’re all welcome come! The session will begin with an intro on meditation before we get to practice meditating.

Bring your friends and join us in the introductory session and clear your mind from all that stress!",2017-05-23T16:00:00+1000,ABS 3090,,,,,,,0.0,0.0
25,SydneyUniversityBusinessSociety,Interfaculty Pub Crawl,751,1364,1820,0,1364,5299,"It’s that time of the year when we turn down the hostilities, tear down the barrier between the schools and faculties and come together for a night of fun.  We will be taking the party through the streets of Darlington/Glebe/Chippendale and visit many of the well know pubs in the area.

Join us at Cadigal Green Lawns at 4pm where the engineering societies have kindly volunteered to provide you with some cheap food and refreshments prior to taking on the surrounding pubs and bars.

SUEUA – $2 Beer & Cider
SUWIE - Pizza! $1 Slice $3 Half $5 Whole
MUGS (Mechanical) – BBQ
SUMO (Mechatronic) - $2 Cruiser Strawpedos
SUCE (Civil) – Pulled Pork
SUABE (Biomed) - $2 Shots
SparkSoc (Electrical) – Little Fat Lamb


In Association with SUBS, SCISOC, SUPA, EDSOC SUDA, SUITS, SASS, MESSY, ESSSA, VetSoc and more to come...

Faculty Themes:
- ED: Flower Power
- SUDA: All Black
- SASS: Safari
- SciSoc: Alpine Adventure
- SUEUA: Glitter Galactica
- SUBS: Straight Outta NAPLAN
- SUITS: Crazy Consipracies
- MESSY: Drs vs Drunkards
- ESSSA: Under the Sea
- VetSoc: Farm

*USU supports the responsible service of alcohol",2017-05-19T16:00:00+1000,Cadigal Lawns,Sydney,Australia,Maze Crescent,2008.0,-33.889679715714,151.19174441571002,0.0,0.0
26,SydneyUniversityBusinessSociety,SUBS x The Royal presents: Weekly Beers and Buddies,12,30,208,0,30,280,"Join us again this week for our newest social event, in partnership with the Royal Hotel: 

1pm - 3pm every Wednesday, on the second floor of the Royal (to ourselves).

After a morning of playing in, cheering for or being with our Interfaculty Sports Team in spirit, quench your thirst and sate your hunger at Darlington’s beloved establishment with fellow members of USYD’s finest faculty

Cross the road and come upstairs for:

Free chips and wedges ($5 for non-Access)
$12 student jugs of Boags, Tooheys New and 5 Seeds
$10 student lunches (steak, schnitty etc.)
Good vibes and great people

See you there.",2017-05-17T13:00:00+1000,The Royal,Sydney,Australia,370 Abercrombie Street,2008.0,-33.89271,151.19171,0.0,0.0
27,SydneyUniversityBusinessSociety,SUBS x Midori present: Boogie Wonderland Cruise - SOLD OUT,521,852,986,0,852,3211,"Final release is now on sale!! Get your tickets here: http://boogiewonderland.getqpay.com 

From the team who brought you Daddy’s Yacht Party, Neverland Ball and SUBS·CHELLA: 

***

It’s time to say goodbye to Daddy’s Limousine and hello to Austin Powers meets Dancing Queen. 
Don’t let those mid-semesters throw you off the boat, P’s get degrees so it’s time to float. 
Beer, booze, buzz and all, bring your biggest hooped earrings, and we’ll supply the disco ball.
It’s time to get groovy so take my hand, and get your tickets to SUBS Cruise Boogie Wonderland. 

Re-ignite your creative juices that accounting has suppressed! Flaunt those flared pants, tease that fro, release the chest hair and come get groooooovy baby. 

Think Jackson 5, I will survive, Elvis is King and Charlie Angels in bright bling. 

Skip your vegan, gluten, sugar, fat and taste free brunch and come get a shot of some real vitamin sea. Because who needs a kale smoothie when the only shake you’ll be doing is with your booty. 

Put on some Go Go boots, grease up your hair, rediscover your mojo and get into the 70s flair. 

It’s a free spirited cruise with unlimited booze.
And if you miss out on a ticket, don’t blame it on the sunshine, don’t blame it on the moonlight, don’t blame it on subsmarine, blame it on the boogie. 

*************************************************************

Date: 10th of May - Wednesday Night, Week 9 

Time: Meet 6:30pm at Cargo Bar for a 7pm Departure from King Street Wharf. 

Ticket Release: 
EARLY BIRD - THIS Friday 14th April, 10am - SOLD OUT
FIRST RELEASE - Tuesday 18th April, 9am - SOLD OUT 
SECOND RELEASE - Wednesday 26th April 9am - SOLD OUT

Price: 
Early Bird - Access $39, Non-Access $45 + bf - SOLD OUT 
General Release - Access $44, Non-Access $50 +bf - SOLD OUT

Ticket Includes:
- Boat entry
- UNLIMITED alcohol (beer, wine, champagne) for the first three hours on board 
- UNLIMITED pizza (meat and vegetable) 
- UNLIMITED tunes and grooves
- Entry to official after party 

OFFICIAL AFTERS: Cargo Bar - $5 drinks all night long

Lots of Love,
SUBS 

This is a 18+ ONLY event. SUBS supports the responsible service of alcohol.
Unfortunately we offer no ticket refunds. 
*************************************************************
Stay up to date and like SUBS:
Facebook Page: Sydney University Business Society (SUBS)
Facebook Group: https://www.facebook.com/groups/1749145088651287/
Instagram: subsoc
Snapchat: subsoc",2017-05-10T18:30:00+1000,King Street Wharf,Sydney,Australia,"The Promenade, via Lime Street",2000.0,-33.867466735213,151.20133239714,1.0,1.0
28,SydneyUniversityBusinessSociety,SUBS x The Royal presents: Weekly Beers and Buddies,19,28,393,0,28,468,"Join us again this week for our newest social event, in partnership with the Royal Hotel: 

1pm - 3pm every Wednesday, on the second floor of the Royal (to ourselves).

After a morning of playing in, cheering for or being with our Interfaculty Sports Team in spirit, quench your thirst and sate your hunger at Darlington’s beloved establishment with fellow members of USYD’s finest faculty

Cross the road and come upstairs for:

Free chips and wedges ($5 for non-Access)
$12 student jugs of Boags, Tooheys New and 5 Seeds
$10 student lunches (steak, schnitty etc.)
Good vibes and great people

See you there.",2017-05-10T13:00:00+1000,The Royal,Sydney,Australia,370 Abercrombie Street,2008.0,-33.89271,151.19171,0.0,0.0
29,SydneyUniversityBusinessSociety,SUBS x The Royal presents: Weekly Beers and Buddies,31,80,459,0,80,650,"SUBS is excited to announce our newest social event, in partnership with the Royal Hotel: 

1pm - 3pm every Wednesday, on the second floor of the Royal (to ourselves).

After a morning of playing in, cheering for or being with our Interfaculty Sports Team in spirit, quench your thirst and sate your hunger at Darlington’s beloved establishment with fellow members of USYD’s finest faculty

Cross the road and come upstairs for:

Free chips and wedges ($5 for non-Access)
$12 student jugs of Boags, Tooheys New and 5 Seeds
$10 student lunches (steak, schnitty etc.)
Good vibes and great people

See you there.",2017-05-03T13:00:00+1000,The Royal,Sydney,Australia,370 Abercrombie Street,2008.0,-33.89271,151.19171,0.0,0.0
